Animal,runno,Day,Acq Number,genotype,sex,age,age_group,Pool time,Pool Distance,NW Time,NW Distance,NE Time,NE Distance,SE Time,SE Distance,SW Time,SW Distance,NormSWTime,NormSWDist,Average Pool Speed,Average SW Speed
170206_4,N54802,Day5,4,3,M,393,old,9.2,9.603,0.7,1.835,0,0,1.6,1.606,6.8,6.162,0.739130435,0.641674477,1.043804348,0.906176471
170206_5,N54803,Day5,4,3,M,393,old,14.1,8.292,6,5.867,0,0,0,0,8.1,2.425,0.574468085,0.292450555,0.588085106,0.299382716
170206_6,N54804,Day5,4,3,M,383,old,10.7,2.163,0,0,0,0,0,0,10.7,2.163,1,1,0.202149533,0.202149533
170206_7,N54806,Day5,4,3,M,383,old,8.1,10.193,4.2,8.161,0,0,0,0,3.9,2.032,0.481481482,0.199352497,1.258395062,0.521025641
170206_8,N54807,Day5,4,3,M,383,old,6.6,7.702,2.6,5.965,0,0,0,0,4,1.737,0.606060606,0.225525837,1.166969697,0.43425
170206_9,N54818,Day5,4,0,M,367,old,19.1,15.732,7.1,6.85,0,0,2.2,1.54,9.7,7.341,0.507853403,0.466628528,0.823664922,0.756804124
170206_10,N54824,Day5,4,0,M,367,old,23.6,29.923,11.3,17.043,0,0,0,0,12.4,12.88,0.525423729,0.430438125,1.267923729,1.038709677
170206_11,N54825,Day5,4,0,M,367,old,9.7,7.899,4.6,5.146,0,0,0,0,5.1,2.753,0.525773196,0.34852513,0.814329897,0.539803922
170206_12,N54826,Day5,4,0,M,367,old,7.3,7.866,2.4,5.604,0,0,0,0,4.9,2.261,0.671232877,0.287439614,1.077534247,0.461428571
170227_1,N54859,Day5,4,0,F,120,young,4.2,1.704,0,0,0,0,0,0,4.2,1.704,1,1,0.405714286,0.405714286
170227_2,N54860,Day5,4,0,F,120,young,3.3,0,0,0,0,0,0,0,3.3,0,1,,0,0
170227_3,N54861,Day5,4,0,F,120,young,8.1,1.049,0,0,0,0,0,0,8.1,1.049,1,1,0.129506173,0.129506173
170227_4,N54873,Day5,4,0,F,120,young,3.2,0.328,0,0,0,0,0,0,3.2,0.328,1,1,0.1025,0.1025
170227_5,N54874,Day5,4,0,F,120,young,10.4,11.143,1.5,3.736,0,0,2.2,2.229,6.6,5.178,0.634615385,0.46468635,1.071442308,0.784545455
170227_6,N54875,Day5,4,0,M,120,young,16.6,21.139,0.7,1.737,0,0,1.7,2.917,14.2,16.485,0.855421687,0.779838214,1.273433735,1.160915493
170227_7,N54876,Day5,4,0,M,120,young,19.6,13.962,12.3,9.636,0,0,0,0,7.3,4.326,0.37244898,0.309840997,0.712346939,0.59260274
170227_8,N54877,Day5,4,0,M,120,young,13.8,17.206,3.1,9.111,0,0,1.4,2.622,9.3,5.473,0.673913044,0.318086714,1.246811594,0.588494624
170227_9,N54879,Day5,4,0,M,120,young,23.6,25.531,16.9,20.582,0,0,0,0,6.7,4.949,0.283898305,0.193842779,1.081822034,0.738656716
170227_10,N54880,Day5,4,0,M,120,young,15.9,15.863,2.2,4.588,0,0,0,0,13.7,11.274,0.86163522,0.710710458,0.997672956,0.822919708
170313_1,N54837,Day5,4,0,F,380,old,3.7,0.361,0,0,0,0,0,0,3.7,0.361,1,1,0.097567568,0.097567568
170313_2,N54838,Day5,4,0,F,380,old,12.8,15.797,2.5,4.326,0,0,3.4,5.047,6.9,6.424,0.5390625,0.406659492,1.234140625,0.931014493
170313_3,N54843,Day5,4,0,M,380,old,11.8,7.636,6.4,5.572,0,0,0,0,5.4,2.065,0.457627119,0.270429544,0.647118644,0.382407407
170313_4,N54844,Day5,4,0,M,380,old,4.9,4.425,1,2.786,0,0,0,0,3.9,1.639,0.795918367,0.37039548,0.903061225,0.42025641
170313_5,N54856,Day5,4,0,M,380,old,8.6,9.799,2.8,5.834,0,0,0,0,5.8,3.966,0.674418605,0.404735177,1.139418605,0.683793103
170313_6,N54857,Day5,4,0,M,380,old,15.2,13.732,0.3,0.492,0.7,1.344,3.1,3.376,11,8.521,0.723684211,0.62052141,0.903421053,0.774636364
170313_7,N54858,Day5,4,0,M,380,old,11.6,10.422,2.6,4.359,0.3,0,0,0,8.7,6.063,0.75,0.581750144,0.898448276,0.696896552
170501_3,N54891/N54900LRspecific,Day5,4,0,M,381,old,8.7,3.015,0,0,0,0,0,0,8.7,3.015,1,1,0.346551724,0.346551724
170501_4,N54892,Day5,4,0,F,381,old,10.1,12.323,0.5,0.426,3.7,7.407,1,1.606,4.9,2.884,0.485148515,0.23403392,1.22009901,0.588571429
170501_5,N54893,Day5,4,0,M,381,old,46.4,43.196,23.7,20.975,1.2,1.147,4.8,7.931,16.7,13.142,0.359913793,0.304241133,0.930948276,0.786946108
170501_6,N54897,Day5,4,0,M,381,old,16.6,14.224,4.2,5.604,0,0,4.5,4.195,7.9,4.425,0.475903615,0.311093926,0.85686747,0.560126582
170501_7,N54898,Day5,4,0,F,381,old,3.7,0.918,0,0,0,0,0,0,3.7,0.918,1,1,0.248108108,0.248108108
170501_8,N54899,Day5,4,0,F,381,old,17.4,7.276,5.6,1.54,0,0,0,0,11.8,5.735,0.67816092,0.788207807,0.41816092,0.486016949
161107_1,N54716/N54915,ProbeTrial1,1,4,F,383,old,60,60.534,13.9,12.716,30.4,31.758,13.7,13.896,2,2.163,0.033333333,0.035731985,1.0089,1.0815
161107_2,N54714/N54916,ProbeTrial1,1,4,F,383,old,60,69.219,23.8,25.138,0,0,12.3,15.076,23.9,29.005,0.398333333,0.419032347,1.15365,1.213598326
161107_3,N54717,ProbeTrial1,1,4,F,383,old,60,86.786,17.9,24.941,8.2,10.357,16.2,26.416,17.6,25.072,0.293333333,0.288894522,1.446433333,1.424545455
161107_4,N54715/N54917,ProbeTrial1,1,4,M,379,old,60,110.711,8.2,16.158,5.5,9.373,18.2,33.921,28.1,51.259,0.468333333,0.462998257,1.845183333,1.824163701
161107_5,N54718//N54721,ProbeTrial1,1,4,M,379,old,60,100.289,12.3,19.107,9.8,16.551,17,30.054,20.9,34.577,0.348333333,0.344773604,1.671483333,1.654401914
161107_6,N54719,ProbeTrial1,1,4,M,379,old,60,63.287,22.7,22.123,2.2,1.966,8,11.831,27.1,27.366,0.451666667,0.43241108,1.054783333,1.009815498
161107_7,N54720,ProbeTrial1,1,4,M,379,old,60,58.6,14.1,13.339,16.8,14.486,16.2,17.174,12.9,13.601,0.215,0.232098976,0.976666667,1.054341085
161107_8,N54722,ProbeTrial1,1,4,M,379,old,60,106.319,6.8,13.11,10.1,13.601,16.8,32.61,26.3,46.998,0.438333333,0.442047047,1.771983333,1.786996198
170123_1,N54760/N54754/N54755,ProbeTrial1,1,0,F,400,old,60,111.76,12.7,27.039,3.5,7.112,12.9,24.122,30.9,53.487,0.515,0.478588046,1.862666667,1.730970874
170123_2,N54757/N54759,ProbeTrial1,1,0,F,400,old,60,112.219,14.6,28.612,2.1,4.982,8.3,17.764,35.1,60.862,0.585,0.542350226,1.870316667,1.733960114
170123_3,N54765,ProbeTrial1,1,0,F,400,old,60,84.328,7.5,12.356,1.7,4.392,6.7,13.274,44.1,54.307,0.735,0.643997249,1.405466667,1.231451247
170123_4,N54766,ProbeTrial1,1,4,M,396,old,60,49.325,26.5,21.533,30.3,23.958,0,0,3.2,3.835,0.053333333,0.07774962,0.822083333,1.1984375
170123_5,N54770,ProbeTrial1,1,4,M,396,old,60,85.573,20.1,30.873,4.5,6.948,1.1,2.065,34.3,45.687,0.571666667,0.533895037,1.426216667,1.331982507
170123_6,N54761,ProbeTrial1,1,4,F,396,old,60,65.909,12.9,12.782,5.3,6.325,12.5,13.667,29.4,33.135,0.49,0.502738625,1.098483333,1.127040816
170123_7,N54762,ProbeTrial1,1,4,F,396,old,60,60.567,11.1,11.93,2.1,3.441,8.6,9.734,38.1,35.462,0.635,0.585500355,1.00945,0.930761155
170123_8,N54763,ProbeTrial1,1,4,F,396,old,60,28.71,3.1,3.015,8.5,11.176,3.2,5.867,45.1,8.652,0.751666667,0.301358412,0.4785,0.191840355
170123_9,N54764,ProbeTrial1,1,4,F,396,old,60,96.618,14,22.876,1.3,2.294,7.1,13.47,37.6,57.978,0.626666667,0.60007452,1.6103,1.541968085
170123_10,N54771,ProbeTrial1,1,3,F,388,old,60,95.799,12.8,18.976,4.1,7.309,21.4,33.528,21.8,35.986,0.363333333,0.375640664,1.59665,1.650733945
170123_11,N54772,ProbeTrial1,1,3,F,388,old,60,96.848,6.7,9.275,8.9,14.191,22.3,36.969,22.1,36.412,0.368333333,0.375970593,1.614133333,1.64760181
170123_12,,ProbeTrial1,1,3,F,388,old,60,94.259,14.8,22.975,19.4,25.826,7.7,14.716,18.1,30.742,0.301666667,0.326143923,1.570983333,1.698453039
170206_1,N54798,ProbeTrial1,1,3,F,394,old,60,81.411,13.3,16.223,3.5,5.703,20.5,27.071,22.7,32.414,0.378333333,0.398152584,1.35685,1.427929515
170206_2,N54805/N54800,ProbeTrial1,1,3,F,394,old,60,86.426,11.3,18.026,5.4,10.324,5.3,10.226,38,47.85,0.633333333,0.553652836,1.440433333,1.259210526
170206_3,N54801,ProbeTrial1,1,3,M,393,old,60,109.433,17.4,30.709,9.5,15.404,11.2,24.122,22,39.198,0.366666667,0.35819177,1.823883333,1.781727273
170206_4,N54802,ProbeTrial1,1,3,M,393,old,60,93.079,13.3,23.434,3.5,5.342,12.7,19.337,30.5,44.966,0.508333333,0.483095005,1.551316667,1.474295082
170206_5,N54803,ProbeTrial1,1,3,M,393,old,60,101.043,8.3,13.536,4.6,8.325,10.9,16.748,36.2,62.435,0.603333333,0.617905248,1.68405,1.724723757
170206_6,N54804,ProbeTrial1,1,3,M,383,old,60,108.417,12,23.597,16,27.563,11.3,21.139,20.7,36.117,0.345,0.333130413,1.80695,1.744782609
170206_7,N54806,ProbeTrial1,1,3,M,383,old,60,120.249,13,23.565,0.5,0.983,5.4,11.799,41.1,83.902,0.685,0.697735532,2.00415,2.041411192
170206_8,N54807,ProbeTrial1,1,3,M,383,old,60,115.332,7.6,13.044,4.1,9.505,12.6,27.956,35.7,64.827,0.595,0.562090313,1.9222,1.815882353
170206_9,N54818,ProbeTrial1,1,0,M,367,old,60,93.374,20,24.351,4.5,9.799,17,26.055,18.4,33.167,0.306666667,0.355205946,1.556233333,1.802554348
170206_10,N54824,ProbeTrial1,1,0,M,367,old,60,79.51,40.1,43.754,6.5,12.716,2.9,5.309,10.5,17.731,0.175,0.223003396,1.325166667,1.688666667
170206_11,N54825,ProbeTrial1,1,0,M,367,old,60,95.701,9.1,13.601,5.1,8.98,13.3,27.039,32.6,46.081,0.543333333,0.48151012,1.595016667,1.413527607
170206_12,N54826,ProbeTrial1,1,0,M,367,old,60,113.661,11.9,23.991,4.6,10.979,19,35.822,24.5,42.869,0.408333333,0.377165431,1.89435,1.749755102
170227_1,N54859,ProbeTrial1,1,0,F,120,young,60,97.339,11.9,18.059,10.1,16.387,3.5,7.8,34.6,55.093,0.576666667,0.565991021,1.622316667,1.592283237
170227_2,N54860,ProbeTrial1,1,0,F,120,young,60,5.572,0,0,0,0,1.1,5.572,58.9,0,0.981666667,0,0.092866667,0
170227_3,N54861,ProbeTrial1,1,0,F,120,young,60,100.191,11,18.222,2.9,6.063,9.5,18.845,36.6,57.06,0.61,0.569512232,1.66985,1.559016393
170227_4,N54873,ProbeTrial1,1,0,F,120,young,60,93.964,2.4,6.194,8.6,17.796,29.9,44.966,19.1,25.007,0.318333333,0.266133839,1.566066667,1.309267016
170227_5,N54874,ProbeTrial1,1,0,F,120,young,60,102.977,22.2,37.035,8.7,16.387,3,5.211,26.1,44.343,0.435,0.430610719,1.716283333,1.698965517
170227_6,N54875,ProbeTrial1,1,0,M,120,young,60,76.987,0,0,3.8,8.161,20.8,25.859,35.4,42.967,0.59,0.558107213,1.283116667,1.213757062
170227_7,N54876,ProbeTrial1,1,0,M,120,young,60,85.475,13.4,20.615,11.3,19.075,2.5,4.523,32.7,41.263,0.545,0.482749342,1.424583333,1.261865443
170227_8,N54877,ProbeTrial1,1,0,M,120,young,60,85.934,6.9,15.961,6.6,9.144,29.3,32.709,17.2,28.12,0.286666667,0.327227873,1.432233333,1.634883721
170227_9,N54879,ProbeTrial1,1,0,M,120,young,60,,0,0,0,0,60,0,0,0,0,,,
170227_10,N54880,ProbeTrial1,1,0,M,120,young,60,108.024,11,21.139,2.3,4.719,16.4,25.826,30.3,56.339,0.505,0.521541509,1.8004,1.859372937
170313_1,N54837,ProbeTrial1,1,0,F,380,old,60,96.848,14.2,22.45,4,5.768,12.2,21.565,29.6,47.064,0.493333333,0.485957377,1.614133333,1.59
170313_2,N54838,ProbeTrial1,1,0,F,380,old,60,105.73,23,40.673,4.4,9.177,15.2,26.613,17.4,29.267,0.29,0.276808853,1.762166667,1.682011494
170313_3,N54843,ProbeTrial1,1,0,M,380,old,60,70.891,28.8,37.854,19.5,21.008,9.8,7.767,1.9,4.261,0.031666667,0.060106361,1.181516667,2.242631579
170313_4,N54844,ProbeTrial1,1,0,M,380,old,60,72.202,16.2,17.764,4.2,4.556,6.1,8.39,33.6,41.492,0.56,0.574665522,1.203366667,1.234880952
170313_5,N54856,ProbeTrial1,1,0,M,380,old,60,96.127,11,17.96,7.2,13.667,15,23.04,26.7,41.459,0.445,0.431294017,1.602116667,1.552771536
170313_6,N54857,ProbeTrial1,1,0,M,380,old,60,0,0,0,0,0,0,0,60,0,1,,0,0
170313_7,N54858,ProbeTrial1,1,0,M,380,old,60,102.485,10.5,16.977,8.5,15.895,17.3,30.906,23.7,38.706,0.395,0.377674782,1.708083333,1.633164557
170501_3,N54891/N54900LRspecific,ProbeTrial1,1,0,M,381,old,60,79.936,20.1,27.465,11,13.142,9.6,11.864,19.4,27.465,0.323333333,0.34358737,1.332266667,1.41572165
170501_4,N54892,ProbeTrial1,1,0,F,381,old,60,91.604,20.5,27.825,5.3,7.997,13.8,23.597,20.4,32.184,0.34,0.35133837,1.526733333,1.577647059
170501_5,N54893,ProbeTrial1,1,0,M,381,old,60,89.506,21.6,29.169,11.1,19.533,13.5,20.058,13.9,20.746,0.231666667,0.231783344,1.491766667,1.492517986
170501_6,N54897,ProbeTrial1,1,0,M,381,old,60,101.731,12.5,21.402,10.6,21.664,15.6,25.269,21.4,33.397,0.356666667,0.328287346,1.695516667,1.560607477
170501_7,N54898,ProbeTrial1,1,0,F,381,old,60,73.152,10.5,12.946,10.2,17.436,12.4,18.026,26.9,24.745,0.448333333,0.338268263,1.2192,0.919888476
170501_8,N54899,ProbeTrial1,1,0,F,381,old,60,81.378,20.6,20.779,2.3,4.064,8.1,12.684,29,43.852,0.483333333,0.538867999,1.3563,1.512137931
161107_1,N54716/N54915,ProbeTrial2,2,4,F,383,old,60,66.663,9.8,11.963,21.9,24.843,15.3,14.781,13,15.076,0.216666667,0.226152438,1.11105,1.159692308
161107_2,N54714/N54916,ProbeTrial2,2,4,F,383,old,60,61.091,19.9,23.007,3.7,5.113,1.9,2.851,34.4,30.119,0.573333333,0.493018612,1.018183333,0.875552326
161107_3,N54717,ProbeTrial2,2,4,F,383,old,60,77.708,8.2,11.602,5.1,9.111,7.7,11.209,38.9,45.786,0.648333333,0.589205745,1.295133333,1.177017995
161107_4,N54715/N54917,ProbeTrial2,2,4,M,379,old,60,91.243,18.1,20.025,6.7,11.766,7.8,15.404,27.4,44.049,0.456666667,0.482765801,1.520716667,1.607627737
161107_5,N54718//N54721,ProbeTrial2,2,4,M,379,old,60,92.62,10.7,19.206,6.6,13.077,6.4,12.585,36.3,47.752,0.605,0.515568992,1.543666667,1.315482094
161107_6,N54719,ProbeTrial2,2,4,M,379,old,60,70.891,7.7,12.094,9.2,13.929,10.2,14.847,33,30.021,0.55,0.423481119,1.181516667,0.909727273
161107_7,N54720,ProbeTrial2,2,4,M,379,old,60,56.437,2.5,2.786,3,4.064,31,28.874,23.5,20.713,0.391666667,0.367011003,0.940616667,0.881404255
161107_8,N54722,ProbeTrial2,2,4,M,379,old,60,110.285,9.5,19.665,15.6,28.251,6.7,14.781,28.2,47.588,0.47,0.431500204,1.838083333,1.687517731
170123_1,N54760/N54754/N54755,ProbeTrial2,2,0,F,400,old,60,87.737,7.7,11.569,7,15.273,9.5,19.337,35.8,41.558,0.596666667,0.473665614,1.462283333,1.160837989
170123_2,N54757/N54759,ProbeTrial2,2,0,F,400,old,60,102.485,7.5,15.207,11.6,21.664,12.6,21.5,28.4,44.114,0.473333333,0.43044348,1.708083333,1.553309859
170123_3,N54765,ProbeTrial2,2,0,F,400,old,60,2.687,0,0,0,0,7.2,2.687,52.8,0,0.88,0,0.044783333,0
170123_4,N54766,ProbeTrial2,2,4,M,396,old,0,,0,0,0,0,0,0,0,0,,,,
170123_5,N54770,ProbeTrial2,2,4,M,396,old,60,70.53,12.4,12.782,0,0,4.5,5.998,43,51.75,0.716666667,0.733730328,1.1755,1.203488372
170123_6,N54761,ProbeTrial2,2,4,F,396,old,60,64.991,6.7,8.095,1.2,2.261,29.5,29.431,22.6,25.203,0.376666667,0.387792156,1.083183333,1.115176991
170123_7,N54762,ProbeTrial2,2,4,F,396,old,60,51.685,6.2,6.325,1.8,1.344,11,11.405,41,32.61,0.683333333,0.630937409,0.861416667,0.795365854
170123_8,N54763,ProbeTrial2,2,4,F,396,old,60,,0,0,0,0,60,0,0,0,0,,,
170123_9,N54764,ProbeTrial2,2,4,F,396,old,60,71.644,5,5.867,2.5,4.031,17.9,21.369,34.6,40.378,0.576666667,0.563592206,1.194066667,1.16699422
170123_10,N54771,ProbeTrial2,2,3,F,388,old,60,95.242,5.3,10.389,12.6,22.909,19.4,30.939,22.8,31.004,0.38,0.325528653,1.587366667,1.359824561
170123_11,N54772,ProbeTrial2,2,3,F,388,old,60,83.443,11.8,19.894,11.9,16.19,4,7.473,32.3,39.886,0.538333333,0.478002948,1.390716667,1.234860681
170123_12,,ProbeTrial2,2,3,F,388,old,60,77.839,8.3,11.668,2.5,4.162,15.6,20.549,33.6,41.459,0.56,0.532625034,1.297316667,1.23389881
170206_1,N54798,ProbeTrial2,2,3,F,394,old,60,90.621,6.9,10.75,15.2,23.204,12,20.058,25.9,36.609,0.431666667,0.40397921,1.51035,1.413474904
170206_2,N54805/N54800,ProbeTrial2,2,3,F,394,old,60,102.747,19.3,33.823,7.8,12.946,10.4,19.959,22.5,36.019,0.375,0.350560114,1.71245,1.600844444
170206_3,N54801,ProbeTrial2,2,3,M,393,old,60,92.554,6.3,11.733,10.1,18.288,11.5,15.142,32.1,47.391,0.535,0.512036217,1.542566667,1.47635514
170206_4,N54802,ProbeTrial2,2,3,M,393,old,60,107.663,13.2,26.383,8.3,16.485,16.9,26.777,21.5,38.018,0.358333333,0.353120385,1.794383333,1.76827907
170206_5,N54803,ProbeTrial2,2,3,M,393,old,60,99.568,13.5,22.45,7.5,11.995,8.2,16.518,30.8,48.604,0.513333333,0.488148803,1.659466667,1.578051948
170206_6,N54804,ProbeTrial2,2,3,M,383,old,60,74.922,20.5,22.745,14.6,21.336,13.7,15.535,11.3,15.306,0.188333333,0.204292464,1.2487,1.354513274
170206_7,N54806,ProbeTrial2,2,3,M,383,old,60,119.2,9.7,19.042,7.5,15.338,21,41.492,21.9,43.327,0.365,0.363481544,1.986666667,1.978401827
170206_8,N54807,ProbeTrial2,2,3,M,383,old,60,111.203,12,18.452,7,14.486,8.3,19.238,32.7,59.026,0.545,0.530795033,1.853383333,1.805076453
170206_9,N54818,ProbeTrial2,2,0,M,367,old,60,86.589,10.3,13.569,3.7,7.014,21.2,29.562,24.8,36.445,0.413333333,0.420896419,1.44315,1.469556452
170206_10,N54824,ProbeTrial2,2,0,M,367,old,60,96.979,24.2,34.773,10.7,19.632,4.8,9.668,20.3,32.905,0.338333333,0.339300261,1.616316667,1.620935961
170206_11,N54825,ProbeTrial2,2,0,M,367,old,60,90.653,14.1,23.532,6.5,12.028,12.9,19.37,26.4,35.724,0.44,0.394074107,1.510883333,1.353181818
170206_12,N54826,ProbeTrial2,2,0,M,367,old,60,104.517,13.6,27.596,18.3,33.135,6.9,12.749,21.2,31.037,0.353333333,0.296956476,1.74195,1.464009434
170227_1,N54859,ProbeTrial2,2,0,F,120,young,60,87.147,28.1,32.02,5.7,13.372,3.3,6.588,22.9,35.167,0.381666667,0.403536553,1.45245,1.535676856
170227_2,N54860,ProbeTrial2,2,0,F,120,young,60,116.971,9.3,21.434,9.9,22.286,10.9,19.402,29.9,53.848,0.498333333,0.460353421,1.949516667,1.800936455
170227_3,N54861,ProbeTrial2,2,0,F,120,young,60,120.216,9.5,22.123,7.5,17.338,9.6,20.058,33.4,60.698,0.556666667,0.504907833,2.0036,1.817305389
170227_4,N54873,ProbeTrial2,2,0,F,120,young,60,109.761,10.6,22.319,6,13.142,11.5,23.958,31.9,50.341,0.531666667,0.458641958,1.82935,1.578087774
170227_5,N54874,ProbeTrial2,2,0,F,120,young,60,118.839,7.2,13.831,9.8,19.435,19,36.707,24.1,48.866,0.401666667,0.411194978,1.98065,2.027634855
170227_6,N54875,ProbeTrial2,2,0,M,120,young,60,82.788,1.4,2.032,2.8,3.081,18.1,30.218,37.7,47.457,0.628333333,0.573235252,1.3798,1.258806366
170227_7,N54876,ProbeTrial2,2,0,M,120,young,60,93.472,13.1,24.384,4.1,6.391,7.9,11.176,34.9,51.521,0.581666667,0.551191801,1.557866667,1.476246418
170227_8,N54877,ProbeTrial2,2,0,M,120,young,60,117.725,11.7,25.859,4,7.309,15,32.348,29.3,52.209,0.488333333,0.443482693,1.962083333,1.781877133
170227_9,N54879,ProbeTrial2,2,0,M,120,young,60,111.367,17.1,27.465,7.6,17.731,9.6,20.812,25.7,45.359,0.428333333,0.407293004,1.856116667,1.764941634
170227_10,N54880,ProbeTrial2,2,0,M,120,young,60,110.22,14.1,28.645,2.5,5.146,7.6,14.257,35.9,62.173,0.598333333,0.564080929,1.837,1.73183844
170313_1,N54837,ProbeTrial2,2,0,F,380,old,60,73.447,11.2,18.321,4.7,6.62,5.3,9.046,38.8,39.46,0.646666667,0.537258159,1.224116667,1.017010309
170313_2,N54838,ProbeTrial2,2,0,F,380,old,60,114.218,18.5,34.282,5.3,9.898,9.5,19.828,26.7,50.21,0.445,0.439597962,1.903633333,1.880524345
170313_3,N54843,ProbeTrial2,2,0,M,380,old,60,83.017,7.2,11.471,13,19.37,11.4,19.337,28.4,32.84,0.473333333,0.395581628,1.383616667,1.156338028
170313_4,N54844,ProbeTrial2,2,0,M,380,old,60,77.38,4.1,6.719,6.7,11.569,16.8,24.286,32.4,34.806,0.54,0.449806152,1.289666667,1.074259259
170313_5,N54856,ProbeTrial2,2,0,M,380,old,60,96.913,8.8,15.666,11.7,20.713,7.9,15.437,31.7,45.097,0.528333333,0.465334888,1.615216667,1.422618297
170313_6,N54857,ProbeTrial2,2,0,M,380,old,60,78.232,17.8,23.63,11,10.389,5,9.963,26.2,34.249,0.436666667,0.437787606,1.303866667,1.307213741
170313_7,N54858,ProbeTrial2,2,0,M,380,old,60,88.261,14.1,22.057,5.4,8.456,7.6,12.323,32.9,45.425,0.548333333,0.514666727,1.471016667,1.380699088
170501_3,N54891/N54900LRspecific,ProbeTrial2,2,0,M,381,old,60,99.109,17.7,28.972,21.4,39.132,4,8.587,16.9,22.418,0.281666667,0.226195401,1.651816667,1.326508876
170501_4,N54892,ProbeTrial2,2,0,F,381,old,60,9.472,58.4,0,0,0,1,5.637,0.6,3.835,0.01,0.404877534,0.157866667,6.391666667
170501_5,N54893,ProbeTrial2,2,0,M,381,old,60,9.21,58.3,0,0,0,1.7,9.21,0,0,0,0,0.1535,
170501_6,N54897,ProbeTrial2,2,0,M,381,old,60,103.403,12.7,23.139,8,14.814,17.4,27.924,22,37.526,0.366666667,0.362910167,1.723383333,1.705727273
170501_7,N54898,ProbeTrial2,2,0,F,381,old,60,81.509,7.8,14.552,6.4,11.143,5.5,8.521,40.4,47.293,0.673333333,0.580218135,1.358483333,1.170618812
170501_8,N54899,ProbeTrial2,2,0,F,381,old,60,93.8,10.1,19.238,12,16.027,10.6,18.124,27.2,40.411,0.453333333,0.430820896,1.563333333,1.485698529
